t,x,y,yaw,state,front,back,left,right
271.37,3.1220106445180598,-10.198172600965792,1.5777295571826708,EXPLORE,4.286025524139404,3.0353472232818604,1.5978641510009766,1.396071434020996
271.41,3.121755883197366,-10.162347773609925,1.577973729254666,EXPLORE,4.237058162689209,3.0944552421569824,1.5974758863449097,1.39637291431427
271.44,3.121559893011335,-10.13547677134568,1.5781541330667537,EXPLORE,4.237058162689209,3.0944552421569824,1.5974758863449097,1.39637291431427
271.47,3.1213579201525112,-10.108619531510834,1.5783261007972564,EXPLORE,4.178184509277344,3.153569221496582,1.597065806388855,1.3966903686523438
271.51,3.12108257352053,-10.072796404951909,1.5785484603359468,EXPLORE,4.178184509277344,3.153569221496582,1.597065806388855,1.3966903686523438
271.54,3.120871576562832,-10.045917759518478,1.5787118309924255,EXPLORE,4.117161273956299,3.2127039432525635,1.5966311693191528,1.3970400094985962
271.57,3.1206556598898927,-10.0190290512593,1.5788795921743646,EXPLORE,4.117161273956299,3.2127039432525635,1.5966311693191528,1.3970400094985962
271.61,3.120360101552213,-9.983113615336059,1.5790949942035333,EXPLORE,4.05612850189209,3.2718446254730225,1.596176028251648,1.3974107503890991
271.64,3.1201339851538226,-9.956166433825215,1.5792480878281994,EXPLORE,4.05612850189209,3.2718446254730225,1.596176028251648,1.3974107503890991
271.67,3.1199021083617398,-9.929244190012621,1.5793951292223187,EXPLORE,3.996734857559204,3.331007719039917,1.595698595046997,1.3978110551834106
271.71,3.1195894874493186,-9.893328973845035,1.579583162882907,EXPLORE,3.996734857559204,3.331007719039917,1.595698595046997,1.3978110551834106
271.74,3.1193504159999494,-9.866368734233339,1.5797143244744771,EXPLORE,3.940880060195923,3.390188455581665,1.5951995849609375,1.3982388973236084
271.77,3.1191070462308623,-9.839415483219543,1.579833000225374,EXPLORE,3.940880060195923,3.390188455581665,1.5951995849609375,1.3982388973236084
271.81,3.118778026177656,-9.803519102918457,1.579985307357525,EXPLORE,3.885753870010376,3.449383497238159,1.5946820974349976,1.3986961841583252
271.84,3.1185288561016677,-9.776601795573056,1.5800941960828323,EXPLORE,3.885753870010376,3.449383497238159,1.5946820974349976,1.3986961841583252
271.87,3.118275995856472,-9.749691433322994,1.5801997238729573,EXPLORE,3.825486898422241,3.508594274520874,1.5941473245620728,1.3991761207580566
271.91,3.117935128680857,-9.713799755928571,1.580327371874252,EXPLORE,3.825486898422241,3.508594274520874,1.5941473245620728,1.3991761207580566
271.94,3.1176769516925433,-9.686873035188233,1.580416490027474,EXPLORE,3.778193950653076,3.567821741104126,1.5935978889465332,1.3996773958206177
271.97,3.117415696105545,-9.65995321982121,1.5805027644492338,EXPLORE,3.778193950653076,3.567821741104126,1.5935978889465332,1.3996773958206177
272.01,3.1170642863726266,-9.624050002057508,1.5806141659426822,EXPLORE,3.655431032180786,3.6863112449645996,1.596242904663086,1.4007314443588257
272.04,3.1170642863726266,-9.624050002057508,1.5806141659426822,EXPLORE,3.5940492153167725,3.7455649375915527,1.5957084894180298,1.4012744426727295
272.07,3.1170642863726266,-9.624050002057508,1.5806141659426822,EXPLORE,3.5940492153167725,3.7455649375915527,1.5957084894180298,1.4012744426727295
272.11,3.1170642863726266,-9.624050002057508,1.5806141659426822,EXPLORE,3.5940492153167725,3.7455649375915527,1.5957084894180298,1.4012744426727295
272.14,3.116798468874474,-9.59711543277778,1.5806942341730938,EXPLORE,3.5394110679626465,3.8048274517059326,1.5951625108718872,1.4018291234970093
272.17,3.116798468874474,-9.59711543277778,1.5806942341730938,EXPLORE,3.5394110679626465,3.8048274517059326,1.5951625108718872,1.4018291234970093
272.21,3.116798468874474,-9.59711543277778,1.5806942341730938,EXPLORE,3.5394110679626465,3.8048274517059326,1.5951625108718872,1.4018291234970093
272.24,3.116798468874474,-9.59711543277778,1.5806942341730938,EXPLORE,3.4847145080566406,3.864086151123047,1.5946053266525269,1.4023939371109009
